Polarity,Tweet
Negative,Dentist soon noooooo its too sunny to be in a stuffy waiting room 
Negative,@lilithobc ya i know 
Negative,I really
Negative,My iPhone is completely broken
Negative,Worked out my upper body and walked for a half an hour. Ended up being  a waste when I ate my ice cream w/ choc. syrup &amp; sprinkles. Why? 
Negative,What a HOT!!! day 
Negative,How stupid I was for ruining this beautiful day! If only I could control my feelings and emotions better 
Negative,@avand moved till tomorrow 
Negative,Shaheen was not bad actually
Negative,Predicament. I have a ton of school work. How do I tell my Dad i dont have time to take the train down to see him for fathers day? 
Negative,is still doing homework. 
Negative,about to go to my cousins soccer practice. i should practice but i got hw to do 
Negative,@samjmoody wasnt mexico cancelled? youre confusing me  they cant go to mexico
Negative,@dollymix how did I find it? It was left on the table with my name on it =D hehe. It was OK
Negative,Im sick....    cough cough
Negative,heading to walmart soon    on a Saturday no less
Negative,@ChrisWUHU Soo ready for BBQ tonight....ive only had a PB&amp;J sandwich today  ooh and some fruit
Negative,@SamSassy Im gonna miss you sooo much tonight! Happy Birthday wont be the same 
Negative,Looks like our beautiful riding week will start tomorrow   ...ok
Negative,verrry verrry sick    pray  may!!!
Negative,@rbrtpttnsn Hi  Why deleted your profile on myspace? 
Negative,@thetinyfig Sorry to hear about your spam woes  Hope you figure it out soon! Did you manage to fit in a nap?
Negative,@thelipprint And oh... was just going to DM you
Negative,s tummy is empty. 
Negative,been doing the sun bathing thing for  mins and got a bit of colour
Negative,@darkrock pants! Louise is working that weekend  she gets back pm Sat &amp; .pm Sun. It takes me min to get to Pitch.
Negative,Soooo Sushi Roku closed early.  Waitress: &quot;It was so dead tonight
Negative,Yuckkkkkk found a nasty spider in my room which is forcing me to sleep on the couch 
Negative,Going out plans scrapped. All dressed up for nothing 
Negative,@LilDroppa I gave u a shout out yesterday on follow fridays and u didnt return the love!!!! 
Negative,getting ready to go to missouri and michigan for two weeks. gonna miss him  and im scared to death for the THREE plane rides it will take.
Negative,Told Verizon not to send anyone before . He showed up at . Gotta deal with this bullshit now
Negative,@polgara Same here  want to swap places? Come to London - although its more WPF/Silverlight than Flash
Negative,I hate hate hate it 
Negative,@akate omg I know 
Negative,Funny how common sense goes out the window - the more extreme ones politics. Both left and right! How to make partisan points on Iran 
Negative,anywho my other fishy died ..waaa 
Negative, stupid texts being late for no reason.
Negative,God damn bloody bollocking bank frickin holiday arsing weather. 
Negative,Feeling a little bummed. I cant go to a free (gifts from work) Padres game OR free Mozart Festival because I have shows every night. Big 
Negative,Reality slaps me in the face pretty hard. Cruel joke! Thanks life. Back to Tampa. 
Negative,I knew why I  gave it a break... Stormrise is not the easy one.  Always dying in the fields... #GamePorts
Negative,Dell is going downhill. I  order a camera
Negative,...really really really dont want to go to work  ...but so desperate for money
Negative,Flying into Orlando Monday and flying out about  hours later.. 
Negative,Job interview on thursday
Negative,@sebchew YoYo door nazis refused me entry on account of no ID  gutted! Heard it was a good night tho.. Next time Ill come prepared!
Negative,Going to work until ...still phoneless!! It says its in grand prairie..why cant I just go pick it up! 
Negative,@colonelargekok  im so dissapointed.
Negative,@CoopISeeYou I hope you feel better! 
Negative,The restraunt I wanted to go to is closed. boo 
Negative,Waking up! 
Negative,@andyclemmensen  omg devo i was  of the first  in there and i still havent gotten in again 
Negative,Very
Negative,@waveappreview wheeeen will it be open for us mortals 
Negative,I dont wanna get up
Negative,What a day!!  ... If these tests do not assist in my growth nothing will! success is my only option
Negative,my twitters being stupid &amp; not letting me upload pics 
Negative,weds last day of school but tomorrow will be for me finals finals finals all day ugg. specially for someone who dont feel good 
Negative,Nooooo! Are you training too hard? 
Negative,@tommcfly morning tom!! going to school now  haha.... see you live on saturday  have a fun day! xX
Negative,@aplusk i know! Being Northern Irish
Negative,@Emma I havent  Thanks for the offer tho  I will check Amazon they are usually really good for old films
Negative,Im such a bad bunny mommy 
Negative,cant find anything nice to wear to da beach 
Negative,i seriously neeed to study 
Negative,@nambucom love the upgrade except my search stop working. 
Negative,Studying for my exams.  Cant wait till theyre over!
Negative,feels rly sick. gonna lay down for a while  http://plurk.com/p/xbuz
Negative,http://bit.ly/cSPOk   you can see who sabotage the country
Negative,@saurabhnow hit the same problem with activation server not available 
Negative,@thisgoeshere yeah. and i hate fics with sad endings.  i get too emotional haha.
Negative,The weather is too hot to be doing anything 
Negative,im REALLY not in a shopping mood. 
Negative,@dannywood hahaha. was great seeing you again in US
Negative,@nova_caine mam started moving her arms when she moved her head. Muchos swervos. Not looking forward to manc drive 
Negative,FEW! that was kind of scary. nearly loat all of my work 
Negative,im haveing brian block thinking of a new video idea  you guys got any ideas?
Negative,Picked the wrong day to work from home   Construction
Negative,@PembsDave LOL just realise it is morning in Wales now~ (heard it was hot yesterday)~ good moring ha! (and spider is scaring to me  lol)
Negative,@mcrosby I know
Negative,I have sleeping problems 
Negative,Sad
Negative,would someone care to explain what konran wallenrod is about...because wikipedia sucks 
Negative,Crazy busy day.  Crazy busy week ahead.  Getting ready to go on vacation and sure going to be ready for it at this rate.  
Negative,hav  go  bed but soo much h/w needs  be done 
Negative,Decaf again?! Argh...! 
Negative,also. ROFL my glasses broke last night  i need to find a screw
Negative,oooooh!  this guy is so amazing
Negative,Season Finale next week  NOOO im so going to miss  on a monday :(
Negative,The sims is going so slow; he is on 
Negative,@DavidArchie keep David Cook and his family in your prayers..... 
Negative,Random: My Laptop is broken and now? So sad  Love my IPod...drinking some tea and now pratice on the keyboard and then maybe to Gym...xoxo
Negative,Jacob has to go offline to go to church  
Negative,@katyb_ same! and now I just dont have the time  too many subjects to do this week 
Negative,&quot;Kidnap my heart
Negative,Headed home 
Negative,@ndoto Woow! Shelbys gonna be crushed.  #hillhouse
Negative,missed out on the festivities with @riphulq @MissSunderstd and @fancyunheard.... i got  problems and a guy is one 
Negative,@mickyates I did it was really really hot and sunny
Negative,Needs to have a hyper spasm 
Negative,im bummed. Shouldve gone. 
Negative,Getting fed up of poor memory mgmt on the bb - needs regular hard boots   #fb
Negative,@Shayminn You never did send me the purchase info.   
Negative,@Tatianomaly It was mean
Negative,Rains gone as quickly as it came  I miss you
Negative,not happy about go house viewing with my brother- we dont look alike so they assumed couple and mention kiddie parks when looking at me 
Negative,Just hungout with DeGay&lt; and it was magical
Negative,maddie leftted me  best sleepover thoughh.
Negative,@BobBishop Im in here til  
Negative,@BecomingBella kata si @vanilla_gitta dia nge shush shush gtw
Negative,Its raining again 
Negative,The battery on my Mitsu EVO died.... 
Negative,@DRBPhoto thank god for lunch break - updating my ipod :-P at least ur getting yours for free 
Negative,Phone is still broke  pretty sure im calling in to T-Mobile to Get an exchange
Negative,my head hurts 
Negative,@ArcticSensation ... Lmao XD no thanks
Negative,At Camilos house hanging out and catching up on things. Im not so happy with some of the things hes telling me thats been going on... 
Negative,Tweeting about @phil_hellmuth just got me followed by three Poker bots. Interesting how I tweeted about Hooters
Negative,@spreewilson after my turn ur phone off &amp; get rest speech... Why did someone call me @ : and destroy my sleep?? Wompety womp womp. 
Negative,Back to Davis. 
Negative,@HoptonHouseBnB Hmm
Negative,Crazy news -- Air France flight to Rio is missing.... I do hope its just had issues with its comms
Negative,@Cookleta @blacknight okayyyy i have  go to sum boring relatives  gotta get dressed b mom comes...take care luv ya sleep tite byeee
Negative,Watching the Braves game--hope they win. We need a win sooooo badly 
Negative,PS: I have exams end June/beginning July. Crazy? YES! Cruel? Definitely! Optional? No...  Well
Negative,@michaelahills I really want the All Time Low and FTSK ones  sorry for the delayed reply
Negative,@mitchelmusso i was there for my bday gift today and i said hi
Negative,@baldeggie I just changed the backgroung but now I have no profile ppicture 
Negative,@ansrr you keep changing the subject 
Negative,OMG!!  I just realized the Magic is up - in the series!   Damn
Negative,I had some weird-ass twilight themed dreams last night. Ive never read the books
Negative,I really have to check out whats wrong with this laptops ram
Negative,i miss you guys.... 
Negative,ooow my back hurts today 
Negative,Rob Pattinson isnt going to Twitter anymore 
Negative,lacks inspiration 
Negative,At Work..... 
Negative,it is really hard to function when you cant breathe 
Negative,@jaystokes hey! I should jus use u as one of my sources! Lol thanks I got it jus gotta put it all on paper... 
Negative,definitely fucked up my ankle last night when I missed the last step on the stair. FUCK it hurts 
Negative,@absolutevodka bored? lucky uuu. i have to stick with the booksss! 
Negative,over jmoos house! paige is still sick!   well im about to eat dinner over here then head home!
Negative,@hoseachanchez No you cant sleep yet 
Negative,@DrTBrennan dont you miss @AgentBooth ? 
Negative,work times two today      im so ready to be done with the hospital !
